759;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 04.02.2022 ; 17:52 ;214799;" N 53° 29' 50"" ";" E 008° 27' 56"" "; 04.02.2022 ; 18:08 ;214815;1;" """"";
760;" N 53° 29' 48"" ";" E 008° 27' 53"" "; 04.02.2022 ; 21:33 ;214815;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 04.02.2022 ; 21:49 ;214831;0;" """"";
761;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 05.02.2022 ; 07:15 ;214831;" N 53° 34' 33"" ";" E 008° 21' 40"" "; 05.02.2022 ; 07:17 ;214831;0;" """"";
762;" N 53° 34' 33"" ";" E 008° 21' 40"" "; 05.02.2022 ; 09:26 ;214831;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 05.02.2022 ; 10:05 ;214847;0;" """"";
763;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 05.02.2022 ; 10:08 ;214847;" N 53° 34' 23"" ";" E 008° 21' 37"" "; 05.02.2022 ; 10:09 ;214848;0;" """"";
764;" N 53° 34' 22"" ";" E 008° 21' 39"" "; 05.02.2022 ; 10:20 ;214848;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 05.02.2022 ; 10:22 ;214849;0;" """"";
765;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 05.02.2022 ; 14:02 ;214849;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 05.02.2022 ; 14:06 ;214849;0;" """"";
766;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 06.02.2022 ; 13:40 ;214849;" N 53° 29' 11"" ";" E 008° 28' 04"" "; 06.02.2022 ; 14:15 ;214871;1;" """"";
767;" N 53° 29' 12"" ";" E 008° 28' 04"" "; 06.02.2022 ; 16:54 ;214871;" N 53° 29' 19"" ";" E 008° 28' 02"" "; 06.02.2022 ; 16:55 ;214871;1;" """"";
768;" N 53° 29' 17"" ";" E 008° 27' 59"" "; 06.02.2022 ; 18:06 ;214871;" N 53° 29' 47"" ";" E 008° 27' 53"" "; 06.02.2022 ; 18:09 ;214873;1;" """"";
769;" N 53° 29' 48"" ";" E 008° 27' 54"" "; 06.02.2022 ; 20:03 ;214873;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 06.02.2022 ; 20:30 ;214892;1;" """"";
770;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 07.02.2022 ; 07:09 ;214892;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 07.02.2022 ; 07:10 ;214892;1;" """"";
771;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 07.02.2022 ; 07:10 ;214892;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 07.02.2022 ; 07:10 ;214892;1;" """"";
772;" N 53° 34' 27"" ";" E 008° 21' 46"" "; 07.02.2022 ; 08:04 ;214892;" N 53° 34' 38"" ";" E 008° 21' 31"" "; 07.02.2022 ; 08:10 ;214893;0;" """"";
773;" N 53° 34' 38"" ";" E 008° 21' 31"" "; 07.02.2022 ; 08:33 ;214893;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 07.02.2022 ; 08:37 ;214894;0;" """"";
774;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 07.02.2022 ; 09:20 ;214894;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 07.02.2022 ; 09:32 ;214906;0;" """"";
775;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 07.02.2022 ; 13:03 ;214906;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 07.02.2022 ; 13:04 ;214906;0;" """"";
776;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 07.02.2022 ; 14:20 ;214906;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 07.02.2022 ; 14:23 ;214906;0;" """"";
777;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 07.02.2022 ; 16:18 ;214906;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 07.02.2022 ; 16:19 ;214907;0;" """"";
778;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 07.02.2022 ; 18:38 ;214907;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 07.02.2022 ; 18:57 ;214919;0;" """"";
779;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 08.02.2022 ; 06:49 ;214919;" N 53° 27' 21"" ";" E 008° 26' 33"" "; 08.02.2022 ; 07:17 ;214940;0;" """"";
780;" N 53° 27' 21"" ";" E 008° 26' 33"" "; 08.02.2022 ; 07:37 ;214940;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 08.02.2022 ; 09:25 ;214961;0;" """"";
781;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 09.02.2022 ; 19:24 ;214961;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 09.02.2022 ; 19:42 ;214979;0;" """"";
782;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 10.02.2022 ; 09:05 ;214979;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 10.02.2022 ; 10:10 ;215007;0;" """"";
783;" N 53° 34' 22"" ";" E 008° 21' 53"" "; 10.02.2022 ; 14:45 ;215007;" N 53° 29' 12"" ";" E 008° 28' 50"" "; 10.02.2022 ; 15:03 ;215024;1;" """"";
784;" N 53° 29' 12"" ";" E 008° 28' 51"" "; 10.02.2022 ; 20:06 ;215024;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 10.02.2022 ; 20:38 ;215043;1;" """"";
785;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 11.02.2022 ; 11:17 ;215043;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 11.02.2022 ; 11:18 ;215043;0;" """"";
786;" N 53° 34' 28"" ";" E 008° 21' 41"" "; 11.02.2022 ; 11:46 ;215043;" N 53° 34' 24"" ";" E 008° 21' 49"" "; 11.02.2022 ; 11:47 ;215044;0;" """"";
787;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 11.02.2022 ; 11:59 ;215044;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 11.02.2022 ; 11:59 ;215044;0;" """"";
788;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 11.02.2022 ; 14:38 ;215044;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 11.02.2022 ; 14:39 ;215044;0;" """"";
789;" N 53° 34' 30"" ";" E 008° 21' 40"" "; 11.02.2022 ; 15:18 ;215044;" N 53° 29' 12"" ";" E 008° 28' 52"" "; 11.02.2022 ; 15:44 ;215062;1;" """"";
790;" N 53° 29' 12"" ";" E 008° 28' 52"" "; 11.02.2022 ; 19:59 ;215062;" N 53° 29' 04"" ";" E 008° 29' 06"" "; 11.02.2022 ; 20:01 ;215063;1;" """"";
791;" N 53° 29' 04"" ";" E 008° 29' 06"" "; 11.02.2022 ; 20:03 ;215063;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 11.02.2022 ; 20:26 ;215080;1;" """"";
792;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 12.02.2022 ; 18:20 ;215080;" N 53° 32' 57"" ";" E 008° 29' 00"" "; 12.02.2022 ; 18:29 ;215091;0;" """"";
793;" N 53° 32' 58"" ";" E 008° 29' 00"" "; 12.02.2022 ; 23:16 ;215091;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 12.02.2022 ; 23:26 ;215100;0;" """"";
794;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 14.02.2022 ; 20:14 ;215100;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 14.02.2022 ; 21:21 ;215137;0;" """"";
795;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 15.02.2022 ; 08:01 ;215137;" N 53° 29' 11"" ";" E 008° 27' 25"" "; 15.02.2022 ; 08:49 ;215162;0;" """"";
796;" N 53° 29' 11"" ";" E 008° 27' 26"" "; 15.02.2022 ; 08:59 ;215162;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 15.02.2022 ; 09:22 ;215179;0;" """"";
797;" N 53° 34' 35"" ";" E 008° 21' 35"" "; 15.02.2022 ; 09:48 ;215179;" N 53° 34' 34"" ";" E 008° 21' 33"" "; 15.02.2022 ; 09:48 ;215179;0;" """"";
798;" N 53° 34' 34"" ";" E 008° 21' 33"" "; 15.02.2022 ; 09:52 ;215179;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 15.02.2022 ; 09:54 ;215180;0;" """"";
799;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 15.02.2022 ; 17:26 ;215180;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 15.02.2022 ; 18:18 ;215213;1;" """"";
800;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 15.02.2022 ; 20:19 ;215213;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 15.02.2022 ; 20:59 ;215233;0;" """"";
801;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 16.02.2022 ; 05:36 ;215233;" N 53° 29' 15"" ";" E 008° 35' 48"" "; 16.02.2022 ; 06:37 ;215283;1;" """"";
802;" N 53° 29' 14"" ";" E 008° 35' 49"" "; 16.02.2022 ; 07:03 ;215283;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 16.02.2022 ; 07:51 ;215320;1;" """"";
803;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 16.02.2022 ; 08:54 ;215320;" N 53° 29' 14"" ";" E 008° 35' 48"" "; 16.02.2022 ; 09:59 ;215377;0;" """"";
804;" N 53° 29' 14"" ";" E 008° 35' 48"" "; 16.02.2022 ; 10:57 ;215377;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 16.02.2022 ; 11:34 ;215413;0;" """"";
805;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 16.02.2022 ; 12:13 ;215413;" N 53° 34' 30"" ";" E 008° 21' 41"" "; 16.02.2022 ; 12:14 ;215413;0;" """"";
806;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 16.02.2022 ; 12:49 ;215413;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 16.02.2022 ; 12:51 ;215414;0;" """"";
807;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 16.02.2022 ; 15:25 ;215414;" N 53° 34' 30"" ";" E 008° 21' 41"" "; 16.02.2022 ; 15:27 ;215414;0;" """"";
808;" N 53° 34' 30"" ";" E 008° 21' 42"" "; 16.02.2022 ; 17:31 ;215414;" N 53° 31' 19"" ";" E 008° 31' 15"" "; 16.02.2022 ; 18:06 ;215428;0;" """"";
809;" N 53° 31' 19"" ";" E 008° 31' 15"" "; 16.02.2022 ; 18:18 ;215428;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 16.02.2022 ; 18:42 ;215442;0;" """"";
810;" N 53° 34' 27"" ";" E 008° 21' 46"" "; 17.02.2022 ; 14:32 ;215442;" N 53° 34' 32"" ";" E 008° 21' 41"" "; 17.02.2022 ; 14:33 ;215442;0;" """"";
811;" N 53° 34' 32"" ";" E 008° 21' 41"" "; 17.02.2022 ; 14:42 ;215442;" N 53° 34' 55"" ";" E 008° 15' 55"" "; 17.02.2022 ; 14:51 ;215452;0;" """"";
812;" N 53° 34' 55"" ";" E 008° 15' 54"" "; 17.02.2022 ; 15:42 ;215452;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 17.02.2022 ; 15:58 ;215462;0;" """"";
813;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 17.02.2022 ; 16:27 ;215462;" N 53° 34' 25"" ";" E 008° 21' 47"" "; 17.02.2022 ; 16:32 ;215462;0;" """"";
814;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 17.02.2022 ; 16:38 ;215462;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 17.02.2022 ; 16:38 ;215462;0;" """"";
815;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 17.02.2022 ; 17:14 ;215462;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 17.02.2022 ; 17:29 ;215473;0;" """"";
816;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 18.02.2022 ; 07:02 ;215473;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 18.02.2022 ; 07:25 ;215484;0;" """"";
817;" N 53° 34' 31"" ";" E 008° 21' 43"" "; 18.02.2022 ; 10:44 ;215484;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 18.02.2022 ; 10:54 ;215496;0;" """"";
818;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 18.02.2022 ; 11:34 ;215496;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 18.02.2022 ; 11:37 ;215496;0;" """"";
819;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 18.02.2022 ; 12:27 ;215496;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 18.02.2022 ; 12:37 ;215497;0;" """"";
820;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 18.02.2022 ; 12:58 ;215497;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 18.02.2022 ; 12:59 ;215498;0;" """"";
821;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 18.02.2022 ; 13:53 ;215498;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 18.02.2022 ; 14:05 ;215509;0;" """"";
822;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 18.02.2022 ; 17:25 ;215509;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 18.02.2022 ; 18:01 ;215522;0;" """"";
823;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 19.02.2022 ; 07:44 ;215522;" N 53° 31' 25"" ";" E 008° 31' 18"" "; 19.02.2022 ; 07:55 ;215535;0;" """"";
824;" N 53° 31' 23"" ";" E 008° 31' 16"" "; 19.02.2022 ; 08:31 ;215535;" N 53° 31' 36"" ";" E 008° 32' 17"" "; 19.02.2022 ; 08:48 ;215547;0;" """"";
825;" N 53° 31' 39"" ";" E 008° 32' 18"" "; 19.02.2022 ; 08:56 ;215547;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 19.02.2022 ; 09:11 ;215562;0;" """"";
826;" N 53° 34' 32"" ";" E 008° 21' 42"" "; 19.02.2022 ; 09:55 ;215562;" N 53° 34' 38"" ";" E 008° 21' 28"" "; 19.02.2022 ; 10:34 ;215575;0;" """"";
827;" N 53° 34' 38"" ";" E 008° 21' 29"" "; 19.02.2022 ; 10:46 ;215575;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 19.02.2022 ; 10:48 ;215575;0;" """"";
828;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 19.02.2022 ; 12:36 ;215575;" N 53° 34' 28"" ";" E 008° 21' 45"" "; 19.02.2022 ; 12:38 ;215576;0;" """"";
829;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 19.02.2022 ; 13:09 ;215576;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 19.02.2022 ; 13:40 ;215588;0;" """"";
830;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 20.02.2022 ; 09:52 ;215588;" N 53° 31' 26"" ";" E 008° 31' 17"" "; 20.02.2022 ; 10:04 ;215601;0;" """"";
831;" N 53° 31' 26"" ";" E 008° 31' 17"" "; 20.02.2022 ; 10:38 ;215601;" N 53° 30' 58"" ";" E 008° 31' 02"" "; 20.02.2022 ; 10:44 ;215602;0;" """"";
832;" N 53° 30' 58"" ";" E 008° 31' 02"" "; 20.02.2022 ; 10:51 ;215602;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 20.02.2022 ; 11:14 ;215619;0;" """"";
833;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 20.02.2022 ; 14:07 ;215619;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 20.02.2022 ; 14:08 ;215619;0;" """"";
834;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 20.02.2022 ; 14:13 ;215619;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 20.02.2022 ; 14:15 ;215620;0;" """"";
835;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 20.02.2022 ; 15:26 ;215620;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 20.02.2022 ; 15:26 ;215620;0;" """"";
836;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 20.02.2022 ; 18:28 ;215620;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 20.02.2022 ; 18:57 ;215649;0;" """"";
837;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 20.02.2022 ; 20:40 ;215649;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 20.02.2022 ; 21:08 ;215682;0;" """"";
838;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 21.02.2022 ; 12:36 ;215682;" N 53° 13' 32"" ";" E 008° 35' 38"" "; 21.02.2022 ; 13:41 ;215750;1;" """"";
839;" N 53° 13' 32"" ";" E 008° 35' 38"" "; 21.02.2022 ; 14:17 ;215750;" N 53° 13' 43"" ";" E 008° 35' 40"" "; 21.02.2022 ; 14:19 ;215751;1;" """"";
840;" N 53° 13' 43"" ";" E 008° 35' 41"" "; 21.02.2022 ; 15:00 ;215751;" N 53° 13' 32"" ";" E 008° 35' 38"" "; 21.02.2022 ; 15:07 ;215751;1;" """"";
841;" N 53° 13' 32"" ";" E 008° 35' 38"" "; 21.02.2022 ; 15:51 ;215751;" N 53° 13' 32"" ";" E 008° 35' 38"" "; 21.02.2022 ; 15:51 ;215751;1;" """"";
842;" N 53° 13' 31"" ";" E 008° 35' 38"" "; 21.02.2022 ; 16:47 ;215751;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 21.02.2022 ; 17:48 ;215820;1;" """"";
843;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 21.02.2022 ; 17:58 ;215820;" N 53° 34' 38"" ";" E 008° 21' 30"" "; 21.02.2022 ; 18:04 ;215821;0;" """"";
844;" N 53° 34' 38"" ";" E 008° 21' 30"" "; 21.02.2022 ; 18:36 ;215821;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 21.02.2022 ; 18:39 ;215822;0;" """"";
845;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 22.02.2022 ; 08:11 ;215822;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 22.02.2022 ; 08:12 ;215822;0;" """"";
846;" N 53° 34' 27"" ";" E 008° 21' 46"" "; 22.02.2022 ; 08:48 ;215822;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 22.02.2022 ; 08:49 ;215822;0;" """"";
847;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 22.02.2022 ; 11:58 ;215822;" N 53° 31' 38"" ";" E 008° 35' 23"" "; 22.02.2022 ; 12:48 ;215873;1;" """"";
848;" N 53° 31' 38"" ";" E 008° 35' 23"" "; 22.02.2022 ; 12:51 ;215873;" N 53° 31' 38"" ";" E 008° 35' 20"" "; 22.02.2022 ; 12:51 ;215873;1;" """"";
849;" N 53° 31' 38"" ";" E 008° 35' 20"" "; 22.02.2022 ; 13:58 ;215873;" N 53° 31' 38"" ";" E 008° 35' 20"" "; 22.02.2022 ; 13:59 ;215873;1;" """"";
850;" N 53° 31' 38"" ";" E 008° 35' 20"" "; 22.02.2022 ; 14:55 ;215873;" N 53° 31' 14"" ";" E 008° 34' 46"" "; 22.02.2022 ; 15:13 ;215874;1;" """"";
851;" N 53° 31' 15"" ";" E 008° 34' 46"" "; 22.02.2022 ; 15:28 ;215874;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 22.02.2022 ; 16:23 ;215919;1;" """"";
852;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 23.02.2022 ; 12:02 ;215919;" N 53° 30' 26"" ";" E 008° 29' 43"" "; 23.02.2022 ; 12:17 ;215933;0;" """"";
853;" N 53° 30' 26"" ";" E 008° 29' 43"" "; 23.02.2022 ; 12:17 ;215933;" N 53° 34' 30"" ";" E 008° 21' 44"" "; 23.02.2022 ; 12:55 ;215948;0;" """"";
854;" N 53° 34' 30"" ";" E 008° 21' 44"" "; 23.02.2022 ; 13:16 ;215948;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 23.02.2022 ; 13:21 ;215948;0;" """"";
855;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 23.02.2022 ; 14:30 ;215948;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 23.02.2022 ; 14:31 ;215948;0;" """"";
856;" N 53° 34' 35"" ";" E 008° 21' 34"" "; 23.02.2022 ; 15:59 ;215948;" N 53° 34' 34"" ";" E 008° 21' 33"" "; 23.02.2022 ; 16:00 ;215949;0;" """"";
857;" N 53° 34' 34"" ";" E 008° 21' 33"" "; 23.02.2022 ; 16:06 ;215949;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 23.02.2022 ; 16:09 ;215949;0;" """"";
858;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 23.02.2022 ; 16:50 ;215949;" N 53° 29' 15"" ";" E 008° 35' 54"" "; 23.02.2022 ; 17:39 ;215999;1;" """"";
859;" N 53° 29' 15"" ";" E 008° 35' 54"" "; 23.02.2022 ; 18:37 ;215999;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 23.02.2022 ; 19:13 ;216043;1;" """"";
860;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 23.02.2022 ; 19:39 ;216043;" N 53° 34' 58"" ";" E 008° 22' 20"" "; 23.02.2022 ; 19:42 ;216045;0;" """"";
861;" N 53° 34' 56"" ";" E 008° 22' 18"" "; 23.02.2022 ; 21:27 ;216045;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 23.02.2022 ; 21:32 ;216047;0;" """"";
862;" N 53° 34' 31"" ";" E 008° 21' 42"" "; 23.02.2022 ; 21:40 ;216047;" N 53° 34' 21"" ";" E 008° 21' 49"" "; 23.02.2022 ; 22:25 ;216083;0;" """"";
863;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 24.02.2022 ; 13:11 ;216083;" N 53° 13' 32"" ";" E 008° 35' 38"" "; 24.02.2022 ; 14:27 ;216151;1;" """"";
864;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 24.02.2022 ; 16:10 ;216151;" N 00° 00' 00"" ";" E 000° 00' 00"" "; 24.02.2022 ; 16:10 ;216151;1;" """"";
865;" N 53° 13' 31"" ";" E 008° 35' 38"" "; 24.02.2022 ; 16:24 ;216151;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 24.02.2022 ; 17:19 ;216219;1;" """"";
866;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 24.02.2022 ; 17:30 ;216219;" N 53° 34' 29"" ";" E 008° 21' 44"" "; 24.02.2022 ; 17:31 ;216219;0;" """"";
867;" N 53° 34' 30"" ";" E 008° 21' 44"" "; 24.02.2022 ; 17:56 ;216219;" N 53° 34' 23"" ";" E 008° 21' 50"" "; 24.02.2022 ; 17:58 ;216219;0;" """"";
868;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 25.02.2022 ; 12:26 ;216219;" N 53° 34' 27"" ";" E 008° 21' 46"" "; 25.02.2022 ; 12:27 ;216220;0;" """"";
869;" N 53° 34' 30"" ";" E 008° 21' 43"" "; 25.02.2022 ; 12:46 ;216220;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 25.02.2022 ; 12:48 ;216220;0;" """"";
870;" N 53° 34' 23"" ";" E 008° 21' 51"" "; 25.02.2022 ; 13:29 ;216220;" N 53° 29' 04"" ";" E 008° 29' 05"" "; 25.02.2022 ; 13:49 ;216237;1;" """"";
871;" N 53° 29' 06"" ";" E 008° 29' 13"" "; 25.02.2022 ; 13:55 ;216237;" N 53° 13' 32"" ";" E 008° 35' 38"" "; 25.02.2022 ; 14:52 ;216287;1;" """"";
872;" N 53° 13' 32"" ";" E 008° 35' 37"" "; 25.02.2022 ; 16:55 ;216287;" N 53° 29' 11"" ";" E 008° 28' 04"" "; 25.02.2022 ; 17:27 ;216335;1;" """"";
873;" N 53° 29' 12"" ";" E 008° 28' 04"" "; 25.02.2022 ; 18:54 ;216335;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 25.02.2022 ; 19:14 ;216353;1;" """"";
874;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 25.02.2022 ; 22:18 ;216353;" N 53° 29' 12"" ";" E 008° 28' 53"" "; 25.02.2022 ; 22:37 ;216370;0;" """"";
875;" N 53° 29' 12"" ";" E 008° 28' 53"" "; 26.02.2022 ; 00:15 ;216370;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 26.02.2022 ; 00:30 ;216386;0;" """"";
876;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 26.02.2022 ; 10:22 ;216386;" N 53° 29' 55"" ";" E 008° 28' 39"" "; 26.02.2022 ; 10:47 ;216401;1;" """"";
877;" N 53° 29' 56"" ";" E 008° 28' 40"" "; 26.02.2022 ; 11:07 ;216401;" N 53° 03' 50"" ";" E 008° 46' 40"" "; 26.02.2022 ; 11:59 ;216473;1;" """"";
878;" N 53° 03' 49"" ";" E 008° 46' 42"" "; 26.02.2022 ; 13:32 ;216473;" N 53° 13' 32"" ";" E 008° 35' 38"" "; 26.02.2022 ; 14:05 ;216505;1;" """"";
879;" N 53° 13' 31"" ";" E 008° 35' 38"" "; 26.02.2022 ; 15:56 ;216505;" N 53° 13' 44"" ";" E 008° 35' 41"" "; 26.02.2022 ; 15:57 ;216505;1;" """"";
880;" N 53° 13' 44"" ";" E 008° 35' 41"" "; 26.02.2022 ; 16:36 ;216505;" N 53° 19' 48"" ";" E 008° 29' 55"" "; 26.02.2022 ; 17:02 ;216525;1;" """"";
881;" N 53° 19' 48"" ";" E 008° 29' 55"" "; 26.02.2022 ; 17:23 ;216525;" N 53° 30' 15"" ";" E 008° 28' 41"" "; 26.02.2022 ; 18:08 ;216583;1;" """"";
882;" N 53° 30' 16"" ";" E 008° 28' 41"" "; 26.02.2022 ; 18:42 ;216583;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 26.02.2022 ; 19:12 ;216597;1;" """"";
883;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 27.02.2022 ; 13:17 ;216597;" N 53° 34' 58"" ";" E 008° 22' 20"" "; 27.02.2022 ; 13:21 ;216599;0;" """"";
884;" N 53° 34' 57"" ";" E 008° 22' 18"" "; 27.02.2022 ; 14:17 ;216599;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 27.02.2022 ; 14:21 ;216601;0;" """"";
885;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 27.02.2022 ; 15:40 ;216601;" N 53° 29' 47"" ";" E 008° 27' 53"" "; 27.02.2022 ; 15:58 ;216617;0;" """"";
886;" N 53° 29' 45"" ";" E 008° 27' 53"" "; 27.02.2022 ; 17:57 ;216617;" N 53° 29' 31"" ";" E 008° 29' 19"" "; 27.02.2022 ; 18:25 ;216622;0;" """"";
887;" N 53° 29' 31"" ";" E 008° 29' 19"" "; 27.02.2022 ; 18:25 ;216622;" N 53° 29' 31"" ";" E 008° 29' 19"" "; 27.02.2022 ; 18:25 ;216622;0;" """"";
888;" N 53° 29' 31"" ";" E 008° 29' 19"" "; 27.02.2022 ; 21:18 ;216622;" N 53° 34' 22"" ";" E 008° 21' 49"" "; 27.02.2022 ; 21:38 ;216641;0;" """"";
889;" N 53° 34' 22"" ";" E 008° 21' 50"" "; 28.02.2022 ; 07:41 ;216641;" N 53° 29' 12"" ";" E 008° 28' 52"" "; 28.02.2022 ; 07:59 ;216657;1;" """"";
890;" N 53° 29' 12"" ";" E 008° 28' 52"" "; 28.02.2022 ; 08:05 ;216657;" N 53° 29' 15"" ";" E 008° 35' 56"" "; 28.02.2022 ; 08:40 ;216687;1;" """"";
891;" N 53° 29' 14"" ";" E 008° 35' 55"" "; 28.02.2022 ; 08:50 ;216687;" N 53° 29' 20"" ";" E 008° 36' 17"" "; 28.02.2022 ; 08:54 ;216688;1;" """"";
